Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK01P21,Gestodene,0.175186729,0.461446422,-0.286259693
SK01P22,Quizartinib (AC220),-0.336602551,-0.455477031,0.118874481
SK01P23,DMSO,0.061023507,0.36039221,-0.299368702
SK01P24,DMSO,0.210972606,0.235433021,-0.024460415
SK02A01,LY2811376,-0.095042166,-0.26972853,0.174686364
SK02A02,Loteprednol etabonate,-0.176309104,-0.32843474,0.152125636
SK02A03,DMXAA (Vadimezan),-0.284383568,-0.433193994,0.148810425
SK02A04,Mesalamine,-0.296275686,-0.537700088,0.241424402
SK02A05,Nebivolol ,-0.066331216,-0.179131897,0.112800681
SK02A06,Carbamazepine ,-0.374709941,-0.201666163,-0.173043778
SK02A07,Pomalidomide,-0.299712346,-0.412258807,0.11254646
SK02A08,Hydrochlorothiazide,-0.074075717,0.057240849,-0.131316566
SK02A09,Sulfasalazine,-0.225661854,-0.210948448,-0.014713406
SK02A10,Zalcitabine,-0.197305555,-0.150945496,-0.046360058
SK02A11,Furosemide ,-0.100141033,-0.017425947,-0.082715086
SK02A12,Methylprednisolone,0.187428105,0.433638481,-0.246210376
SK02A13,Cefoperazone ,0.178144961,0.199574433,-0.021429473
SK02A14,Rifabutin ,0.671776715,0.876512879,-0.204736164
SK02A15,Acetylcysteine,0.19747296,0.372732957,-0.175259997
SK02A16,Pitavastatin Calcium ,0.216485274,0.223627713,-0.00714244
SK02A17,Zafirlukast ,0.318480541,0.541745354,-0.223264813
SK02A18,Chlorprothixene,0.349538708,0.576221642,-0.226682934
SK02A19,Nitrofural,-0.212990143,0.034745746,-0.247735889
SK02A20,Rifaximin ,0.408479138,0.48701619,-0.078537053
SK02A21,Phenylbutazone ,0.283604577,0.373727608,-0.090123031
SK02A22,Acipimox,0.278762173,0.346043654,-0.067281481
SK02A23,DMSO,0.189155483,0.393976687,-0.204821205
SK02A24,DMSO,0.09768223,0.237843494,-0.140161264
SK02B01,Betaxolol hydrochloride (Betoptic),-0.323253933,-0.43783239,0.114578457
SK02B02,Pyrimethamine,-0.87881447,-0.858466119,-0.020348351
SK02B03,Albendazole Oxide,-0.364595018,-0.503617164,0.139022146
SK02B04,Benidipine HCl,-1.119237128,-1.03936516,-0.079871969
SK02B05,Bifonazole,-0.624481533,-0.648620654,0.024139121
SK02B06,Uridine,-0.247727341,-0.494049021,0.246321679
SK02B07,Ganciclovir,-0.278890087,-0.673937586,0.395047499
SK02B08,Nimesulide,-0.562670866,-0.496894979,-0.065775887
SK02B09,Nizatidine,0.018057988,-0.349370223,0.367428211
SK02B10,Captopril,-0.380264791,-0.424287254,0.044022463
SK02B11,Vitamin B12,-0.601022234,-0.396784225,-0.204238008
SK02B12,Bromhexine HCl,-0.533872469,-0.08666677,-0.4472057
SK02B13,Tropicamide,-0.245574819,0.089295064,-0.334869883
SK02B14,Mecarbinate,-0.291450678,0.091153255,-0.382603933
SK02B15,Irsogladine,-0.318394522,0.209926804,-0.528321326
SK02B16,Duloxetine HCl,-0.182108501,0.21978971,-0.401898211
SK02B17,Miconazole Nitrate,-0.255715647,0.174235434,-0.429951081
SK02B18,Ambrisentan,-0.191929608,0.12411887,-0.316048478
SK02B19,Nefiracetam,-0.141503324,0.330735299,-0.472238623
SK02B20,Imidapril HCl,-0.044339683,0.152589718,-0.1969294
SK02B21,Adenine HCl,-1.383121506,-0.975659884,-0.407461622
SK02B22,Licofelone,0.01634806,0.263026653,-0.246678592
SK02B23,DMSO,0.095979702,0.117571748,-0.021592046
SK02B24,DMSO,0.167039834,0.40734884,-0.240309006
SK02C01,Hesperadin,-1.064228802,-1.825098841,0.760870039
SK02C02,£¨6-£©¦Å-?Aminocaproic acid,-0.604482298,-0.692493457,0.088011159
SK02C03,Telaprevir (VX-950),-1.030771851,-1.065729086,0.034957235
SK02C04,Ipratropium Bromide,-0.087905081,-0.546189297,0.458284216
SK02C05,Pimobendan,-0.188835964,-0.525866752,0.337030788
SK02C06,Hydrocortisone ,-0.18947886,-0.039504941,-0.14997392
SK02C07,PD318088,-0.33374969,-0.532203721,0.198454032
SK02C08,Estradiol,-0.492105223,-0.448766583,-0.04333864
SK02C09,Tie2 kinase inhibitor,0.063231572,0.065509539,-0.002277967
SK02C10,Azathioprine,-0.106924341,-0.416608809,0.309684468
SK02C11,Olmesartan Medoxomil,-0.519446529,-0.093494727,-0.425951802
SK02C12,Meloxicam,-0.308721245,-0.34895975,0.040238505
SK02C13,Silodosin,-0.47553896,-0.263993391,-0.211545569
SK02C14,Nevirapine ,-0.463160549,-0.331388648,-0.131771901
SK02C15,Ethinyl Estradiol,-0.699526641,-0.572008937,-0.127517704
SK02C16,Rifapentine ,-0.428898313,-0.183087869,-0.245810444
SK02C17,Erythromycin,-0.286836662,-0.009522866,-0.277313796
SK02C18,Oxytetracycline (Terramycin),-0.274893213,-0.641062776,0.366169563
SK02C19,Ketoprofen ,-0.599479535,-0.17117936,-0.428300176
SK02C20,Simvastatin ,-0.286216376,-0.138257201,-0.147959175
SK02C21,Ezetimibe ,-0.079466816,-0.031766858,-0.047699959
SK02C22,Aciclovir,-0.275618938,-0.184065985,-0.091552953
SK02C23,DMSO,-0.229296523,0.043796714,-0.273093237
SK02C24,DMSO,0.052683086,0.421620128,-0.368937041
SK02D01,Proparacaine HCl,-0.118761532,-0.283012118,0.164250586
SK02D02,Sulindac ,-0.360943866,-0.587568578,0.226624711
SK02D03,Chloroxine,-0.73006026,-0.622034127,-0.108026133
SK02D04,ENMD-2076 L-(+)-Tartaric acid ,-0.841028624,-1.600740075,0.759711451
SK02D05,Pefloxacin Mesylate,-0.189387744,-0.645202943,0.455815199
SK02D06,Flunarizine 2HCl,-0.271117677,-0.944848067,0.67373039
SK02D07,Roxatidine Acetate HCl,-0.668421894,-0.489546628,-0.178875266
SK02D08,Dyclonine HCl,0.033303329,-0.431808324,0.465111653
SK02D09,Carbidopa,-0.12762371,-0.382966418,0.255342708
SK02D10,Oxytetracycline Dihydrate,-1.400900199,-1.233512824,-0.167387375
SK02D11,Diclofenac Sodium,-0.222736966,-0.440433966,0.217697
SK02D12,Lovastatin,-0.431067974,-0.363071777,-0.067996198
SK02D13,Pregnenolone,0.053742477,-0.485298963,0.53904144
SK02D14,Rosiglitazone HCl,-0.073808359,-0.414664623,0.340856264
SK02D15,Triamcinolone,-0.457262446,-0.145264509,-0.311997936
SK02D16,Trimebutine,-0.533152098,-0.526420991,-0.006731107
SK02D17,Sulfamethizole ,-0.317046123,-0.059701612,-0.25734451
SK02D18,Bexarotene,-0.539841458,-0.748120154,0.208278695
SK02D19,Nicorandil,-0.442088412,-0.262860541,-0.179227871
SK02D20,Lapatinib,-0.947881845,-0.322868092,-0.625013753
SK02D21,Mometasone furoate,0.044858031,-0.080894709,0.12575274
SK02D22,Dextrose,-0.143692801,-0.3462686,0.202575799
SK02D23,DMSO,-0.006208525,-0.04705052,0.040841995
SK02D24,DMSO,-0.09394406,0.318578657,-0.412522716
SK02E01,BIX 02188,-0.309687746,-0.372491931,0.062804185
SK02E02,Aminoglutethimide ,-0.414161164,-0.546129309,0.131968145
SK02E03,Saxagliptin,-0.627828774,-0.575301019,-0.052527755
SK02E04,Sulfanilamide,-0.617884107,-0.475373702,-0.142510405
SK02E05,AZD8055,-0.114698239,0.132498221,-0.247196461
SK02E06,Desonide,0.258166021,-0.415860474,0.674026495
SK02E07,Tazarotene ,-0.956501173,-0.855685582,-0.10081559
SK02E08,Deferasirox ,-0.458573327,-0.27740795,-0.181165377
SK02E09,Candesartan ,-0.041938946,-0.640000962,0.598062016
SK02E10,Indomethacin ,-0.621585263,-0.474877062,-0.146708201
SK02E11,Cefdinir ,-0.545317639,-0.546003224,0.000685586
SK02E12,Mesna ,-0.33780122,-0.236268979,-0.101532241
SK02E13,Riluzole,-0.342709942,-0.443033829,0.100323887
SK02E14,Esomeprazole Magnesium,-0.246475659,-0.357903672,0.111428013
SK02E15,Naproxen ,-0.613252091,-0.594964126,-0.018287965
SK02E16,Suprofen ,-0.46798765,-0.341652774,-0.126334876
SK02E17,Amphotericin B ,-1.090819269,-0.497821008,-0.59299826
SK02E18,Toremifene Citrate,-0.611850019,-0.607108241,-0.004741778
SK02E19,Ketorolac,-0.512532437,-0.307765565,-0.204766872
SK02E20,Ramipril ,-0.217738015,0.08401319,-0.301751205
SK02E21,Enalaprilat Dihydrate,-0.532241905,-0.296731,-0.235510905
SK02E22,Nifedipine,-0.229262742,-0.41988798,0.190625238
SK02E23,DMSO,-0.167157106,0.092755697,-0.259912803
SK02E24,DMSO,-0.022145761,0.436059325,-0.458205086
SK02F01,Pranlukast,-0.618562187,-0.72842946,0.109867273
SK02F02,Pramipexole dihydrochloride monohydrate,-0.47728578,-0.489941384,0.012655603
SK02F03,Lomustine ,-1.01648792,-0.459227707,-0.557260213
SK02F04,Formoterol Hemifumarate,-0.583909579,-0.733784837,0.149875257
SK02F05,Metoprolol Tartrate,-0.400832092,-0.534583398,0.133751305
SK02F06,Fenticonazole Nitrate,-0.585628017,-0.605442151,0.019814133
SK02F07,Protionamide,-0.722214058,-0.540410256,-0.181803801
SK02F08,Cyproterone Acetate,-1.307073864,-1.098445447,-0.208628417
SK02F09,Valsartan,-0.107378586,-0.407557054,0.300178468
SK02F10,Cytidine,-0.375838259,-0.563877988,0.188039729
SK02F11,Avobenzone,-0.539417647,-0.678682828,0.139265182
SK02F12,Tiopronin ,-0.503684392,-0.576353928,0.072669536
SK02F13,Sulfamethoxazole,-0.46255947,-0.409328084,-0.053231385
SK02F14,Atorvastatin Calcium ,-0.478973809,-0.456664426,-0.022309383
SK02F15,Nystatin (Fungicidin),-0.920991181,-0.646949866,-0.274041315
SK02F16,Ivabradine HCl,-0.467256887,-0.549683728,0.082426841
SK02F17,Sulbactam ,-0.653697229,-0.588731264,-0.064965965
SK02F18,Temocapril HCl ,-0.46240848,-0.446993178,-0.015415301
SK02F19,Tamoxifen Citrate,-0.680848591,-0.661977624,-0.018870967
SK02F20,Cisatracurium Besylate,-0.586013813,-0.676551525,0.090537711
SK02F21,Propylthiouracil,-0.508390598,-0.420730617,-0.087659981
SK02F22,Xylose,-0.785689955,-0.187833354,-0.597856601
SK02F23,DMSO,-0.384129785,-0.004723024,-0.379406761
SK02F24,DMSO,-0.047721897,0.390922939,-0.438644836
SK02G01,BIX 02189,-0.611450108,-0.95056217,0.339112062
SK02G02,Aminophylline,-0.581971919,-0.643906219,0.0619343
SK02G03,EX 527 (Selisistat),-0.508018747,-0.670664427,0.16264568
SK02G04,Betamethasone Dipropionate,-0.023347386,-0.410308109,0.386960723
SK02G05,PHT-427,-0.647383826,-0.369116293,-0.278267533
SK02G06,Didanosine,-0.54418693,-0.613294453,0.069107523
SK02G07,KU-60019,-0.591352932,-0.155315249,-0.436037684
SK02G08,Piroxicam ,-0.339879376,-0.58387574,0.243996364
SK02G09,H 89 2HCl,-1.066769769,-0.805309284,-0.261460484
SK02G10,Terbinafine ,-0.687360914,-0.531306092,-0.156054822
SK02G11,Clotrimazole,-1.594190144,-1.858397508,0.264207364
SK02G12,Methocarbamol ,-0.486283304,-0.566996158,0.080712855
SK02G13,Risperidone ,-0.34408926,-0.521344921,0.177255661
SK02G14,Nicotinic Acid,-0.569359725,-0.360750808,-0.208608917
SK02G15,Nitazoxanide,-0.611392253,-0.50052953,-0.110862723
SK02G16,Pyrazinamide,-0.559568356,-0.510240314,-0.049328042
SK02G17,Ibuprofen ,-0.508066976,-0.543057422,0.034990447
SK02G18,Ethionamide,-0.452167665,-0.473649618,0.021481953
SK02G19,Adenosine,-0.997853693,-0.718346689,-0.279507003
SK02G20,Fenofibrate ,-0.661764829,-0.543691932,-0.118072897
SK02G21,Dofetilide ,-0.447113224,-0.372807247,-0.074305977
SK02G22,Amiloride HCl ,-0.197998124,-0.178887223,-0.019110901
SK02G23,DMSO,-0.385627145,0.012991867,-0.398619012
SK02G24,DMSO,0.108803304,0.259619699,-0.150816396
SK02H01,Oxfendazole,-0.157983983,-0.345895738,0.187911754
SK02H02,PCI-34051,-0.112375896,-0.557845777,0.445469881
SK02H03,Chenodeoxycholic Acid,-0.342036976,-0.596618942,0.254581966
SK02H04,Chlormezanone ,-0.429604197,-0.554967066,0.125362869
SK02H05,Diethylstilbestrol,-0.780023797,-0.657675606,-0.122348192
SK02H06,Rebamipide,-0.24716581,-0.701420295,0.454254485
SK02H07,Idoxuridine,-0.661955873,-0.62781678,-0.034139094
SK02H08,Memantine HCl,-0.487553908,-0.453849571,-0.033704338
SK02H09,Dipyridamole,0.14632613,0.333755953,-0.187429823
SK02H10,Orphenadrine Citrate ,-0.76543534,-0.69520319,-0.07023215
SK02H11,Amlodipine ,-0.668304671,-0.797411982,0.129107311
SK02H12,Balofloxacin,-0.485295108,-0.675396655,0.190101548
SK02H13,Sulfisoxazole,-0.367136979,-0.575771729,0.20863475
SK02H14,Famotidine ,-0.598547755,-0.442123443,-0.156424311
SK02H15,Isoniazid,-0.454907375,-0.564127104,0.109219729
SK02H16,Rivastigmine Tartrate,-0.604319365,-0.466577407,-0.137741958
SK02H17,Tolfenamic Acid,-0.728248556,-0.645060686,-0.08318787
SK02H18,Gabexate Mesylate,-0.539154608,-0.523818823,-0.015335785
SK02H19,Cyclocytidine HCl,-0.338999156,-0.303091674,-0.035907482
SK02H20,Dronedarone HCl,-2.639685223,-2.475151559,-0.164533664
SK02H21,Fluticasone propionate ,-0.248472121,-0.452064589,0.203592469
SK02H22,Mestranol,-0.668008754,-0.226478464,-0.44153029
SK02H23,DMSO,-0.228970949,0.164142305,-0.393113254
SK02H24,DMSO,-0.075009862,0.195109858,-0.270119719
SK02I01,AZD7762,-0.360197537,-0.061267515,-0.298930022
SK02I02,Amorolfine HCl,-0.451032192,-0.170817935,-0.280214257
SK02I03,AM1241,-0.475709993,-0.505122728,0.029412734
SK02I04,Meprednisone,-0.111492369,-0.544269404,0.432777034
SK02I05,KRN 633,-0.268035061,-0.587990025,0.319954964
SK02I06,Divalproex Sodium,-0.033469771,-0.402197896,0.368728125
SK02I07,BS-181 HCl,-0.270557619,-0.383017733,0.112460114
SK02I08,Gemcitabine ,-0.337796737,-0.567212869,0.229416131
SK02I09,TWS119,-0.551159157,-0.917698827,0.366539669
SK02I10,Levonorgestrel ,-0.381219938,-0.410873215,0.029653277
SK02I11,Rizatriptan Benzoate ,-0.163379529,-0.489597952,0.326218423
SK02I12,Prednisolone ,-0.178163552,-0.335532413,0.15736886
SK02I13,Sulfameter ,-0.279266804,-0.456418459,0.177151655
SK02I14,Nimodipine,-0.175443619,-0.623962126,0.448518507
SK02I15,Triamcinolone Acetonide,-0.143061235,0.131743884,-0.274805119
SK02I16,Quetiapine Fumarate,-0.180213559,-0.5074518,0.32723824
SK02I17,Amprenavir ,-0.309402173,-0.3160448,0.006642627
SK02I18,Trifluridine ,-1.877688162,-1.768650845,-0.109037317
SK02I19,Zolmitriptan ,-0.284905809,-0.207488804,-0.077417005
SK02I20,Ranolazine ,-0.624751693,-0.544440406,-0.080311286
SK02I21,Isradipine,-0.466877716,-0.245603182,-0.221274534
SK02I22,Amlodipine besylate (Norvasc),-0.427382217,-0.183342803,-0.244039414
SK02I23,DMSO,-0.188898796,0.237021099,-0.425919896
SK02I24,DMSO,0.051913429,0.259779935,-0.207866506
SK02J01,Carvedilol,-0.120637531,-0.215571541,0.09493401
SK02J02,PF-573228,-0.509956504,-0.473087325,-0.036869178
SK02J03,Cimetidine ,-0.061943889,-0.262918264,0.200974375
SK02J04,Ketotifen Fumarate ,-0.11831432,-0.330810669,0.212496349
SK02J05,Diltiazem HCl ,-0.239529447,-0.141630654,-0.097898793
SK02J06,Epalrestat,-0.365217289,-0.129424863,-0.235792426
SK02J07,Sparfloxacin,-0.092189751,-0.068314977,-0.023874774
SK02J08,Cyproheptadine HCl ,0.024056933,-0.271133323,0.295190256
SK02J09,Hydroxyurea,-0.35703237,-0.125021865,-0.232010505
SK02J10,Gimeracil,-0.148239262,-0.189724264,0.041485002
SK02J11,Metronidazole ,-0.714655778,-0.45270139,-0.261954389
SK02J12,Lafutidine,-0.274183342,-0.123403605,-0.150779736
SK02J13,Crystal Violet,-0.655767392,-0.5996708,-0.056096592
SK02J14,Moexipril HCl,-0.218322045,-0.17433682,-0.043985225
SK02J15,Levofloxacin,-0.200613898,-0.048128411,-0.152485487
SK02J16,Dexmedetomidine HCl (Precedex),-0.217233478,-0.371682454,0.154448976
SK02J17,Pranoprofen,-0.330996462,-0.167800246,-0.163196217
SK02J18,Rasagiline Mesylate,-0.110611417,-0.339023768,0.228412351
SK02J19,Meglumine,-0.292997564,-0.585169487,0.292171923
SK02J20,Conivaptan HCl ,-0.52212691,-0.412154667,-0.109972243
SK02J21,Lacidipine ,-0.322672133,-0.198916768,-0.123755365
SK02J22,Naftopidil ,-0.327587108,-0.178441701,-0.149145407
SK02J23,DMSO,-0.104608088,0.139085576,-0.243693664
SK02J24,DMSO,-0.064453554,0.327062886,-0.39151644
SK02K01,R406 (free base),-0.299929781,-0.981617507,0.681687726
SK02K02,Chloramphenicol,-0.459294141,-0.776762648,0.317468506
SK02K03,SB408124,-0.225808752,-0.883794719,0.657985967
SK02K04,Betamethasone valerate (Betnovate),-0.091593327,-0.131630809,0.040037481
SK02K05,AT7867,-0.247757742,-0.71172594,0.463968197
SK02K06,Emtricitabine ,-0.402912935,-0.737310776,0.334397841
SK02K07,Fasudil (HA-1077) HCl,-1.059800407,-0.698989677,-0.36081073
SK02K08,Glipizide ,-0.616625683,-0.773496848,0.156871165
SK02K09,Apixaban,-0.587056428,-0.308714725,-0.278341703
SK02K10,Gemfibrozil ,-0.710552181,-0.673542617,-0.037009564
SK02K11,Pyridostigmine Bromide ,-0.435739173,-0.706047617,0.270308444
SK02K12,Telmisartan ,-0.394316513,-0.589812493,0.195495981
SK02K13,Prilocaine,-0.598253224,-0.735543572,0.137290347
SK02K14,Nisoldipine ,-0.050057903,-0.391908445,0.341850542
SK02K15,Orlistat ,-1.980627073,-1.641834758,-0.338792314
SK02K16,Rifampin,-0.543963882,-0.338413379,-0.205550504
SK02K17,Albendazole,-0.589057849,-0.801167776,0.212109927
SK02K18,Azacitidine ,-0.138954989,-0.783893529,0.644938539
SK02K19,Telbivudine ,-0.647121393,-0.61841168,-0.028709713
SK02K20,Ranitidine,-0.704428226,-0.542583955,-0.161844271
SK02K21,Estrone,-0.908379166,-0.653244947,-0.255134219
SK02K22,Chlorpheniramine Maleate,-0.676865085,-0.500255435,-0.17660965
SK02K23,DMSO,-0.278542704,-0.088773645,-0.189769059
SK02K24,DMSO,-0.026419927,0.232727025,-0.259146952
SK02L01,Atracurium Besylate,-0.216370769,-0.630744189,0.41437342
SK02L02,BMS-265246,-1.577847769,-1.347695043,-0.230152727
SK02L03,Clemastine Fumarate,-1.217589386,-1.187049642,-0.030539745
SK02L04,Urapidil HCl,-0.411153715,-0.737633776,0.326480061
SK02L05,Diphenhydramine HCl ,-0.321732645,-0.804234525,0.48250188
SK02L06,Aspartame,-0.33825056,-0.774568979,0.436318419
SK02L07,Felodipine ,-0.169018396,-0.609095628,0.440077232
SK02L08,Doxifluridine,-1.000579099,-1.132003824,0.131424725
SK02L09,Potassium Iodide,-0.563785156,-0.638209295,0.074424139
SK02L10,Cyclophosphamide Monohydrate,-0.698074399,-0.687185567,-0.010888832
SK02L11,Flutamide,-0.443968258,-0.798429203,0.354460946
SK02L12,Moxonidine,-0.496150662,-0.67378958,0.177638919
SK02L13,Haloperidol ,-0.338783453,-0.679149814,0.34036636
SK02L14,Clevidipine Butyrate,-0.588484768,-0.588068273,-0.000416496
SK02L15,Enalapril Maleate,-0.56637651,-0.631363222,0.064986712
SK02L16,Betaxolol,-0.312561891,-0.671889464,0.359327573
SK02L17,Sulphadimethoxine,-0.290394216,-0.570066662,0.279672446
SK02L18,Naltrexone HCl,-0.460382786,-0.780304953,0.319922167
SK02L19,Aripiprazole,-0.829040008,-0.707847603,-0.121192405
SK02L20,Ibutilide Fumarate,-0.393273625,-0.570405314,0.177131689
SK02L21,"Elvitegravir (GS-9137, JTK-303)",-0.765290487,-0.66404745,-0.101243038
SK02L22,S- (+)-Rolipram,-0.488315859,-0.563880055,0.075564196
SK02L23,DMSO,-0.275349017,-0.155794633,-0.119554384
SK02L24,DMSO,-0.142043378,0.329246622,-0.47129
SK02M01,Org 27569,-0.414020104,-0.572963643,0.158943539
SK02M02,Flurbiprofen ,-0.403746513,-0.718665337,0.314918824
SK02M03,Febuxostat,-0.269394971,-0.742517786,0.473122815
SK02M04,Praziquantel,-0.220024949,-0.745851305,0.525826356
SK02M05,BMS-777607,-0.331929709,-0.69008442,0.35815471
SK02M06,Progesterone,-0.102258782,-0.889721694,0.787462912
SK02M07,BIRB 796 (Doramapimod),-0.110523204,-0.303464759,0.192941555
SK02M08,Glyburide ,-0.758238287,-0.741503563,-0.016734724
SK02M09,Semagacestat (LY450139),-0.427921291,-0.651053724,0.223132434
SK02M10,Indapamide ,-0.448190306,-0.631822058,0.183631752
SK02M11,Methimazole ,-0.34496911,-0.63881371,0.293844599
SK02M12,Thiabendazole,-0.620036878,-0.831448725,0.211411847
SK02M13,Darunavir Ethanolate,-0.650783443,-0.828005175,0.177221732
SK02M14,Oxybutynin ,-0.226540317,-0.736052647,0.50951233
SK02M15,Allopurinol ,-0.388009042,-0.640736771,0.252727728
SK02M16,Cefditoren Pivoxil,-0.509430412,-0.596869473,0.087439061
SK02M17,Chlorothiazide,-0.351364715,-0.550652588,0.199287873
SK02M18,Vidarabine ,-1.432842835,-1.031409906,-0.401432928
SK02M19,Monobenzone ,-0.576728962,-0.58016582,0.003436858
SK02M20,Acadesine,-0.451611045,-0.630461726,0.178850682
SK02M21,Flucytosine,-0.551718634,-0.598511896,0.046793262
SK02M22,Fenoprofen Calcium,-0.388700349,-0.291304441,-0.097395908
SK02M23,DMSO,-0.437191607,-0.180816437,-0.256375169
SK02M24,DMSO,-0.11815362,0.32118344,-0.43933706
SK02N01,Butoconazole nitrate,-0.121720062,-0.709322865,0.587602803
SK02N02,Suplatast Tosylate,-0.413325866,-0.804523836,0.39119797
SK02N03,Curcumin,-0.406137973,-0.725268005,0.319130032
SK02N04,Ginkgolide A,-0.375741805,-0.70016439,0.324422585
SK02N05,Dapoxetine HCl ,-0.217088502,-0.221885597,0.004797094
SK02N06,Candesartan Cilexetil,-0.202732359,-0.35427604,0.151543681
SK02N07,Deflazacort ,-0.123339698,-0.402392784,0.279053086
SK02N08,Pioglitazone HCl,0.121050608,-0.204574058,0.325624666
SK02N09,Tropisetron,0.326046841,-0.271118439,0.59716528
SK02N10,Tolnaftate,-0.107063256,-0.458004513,0.350941256
SK02N11,Fluvastatin Sodium,-0.592341288,-0.403114619,-0.189226669
SK02N12,Ozagrel HCl,-0.491895241,-0.459816119,-0.032079122
SK02N13,Phenindione,-0.520461604,-0.57947297,0.059011366
SK02N14,Cilazapril Monohydrate ,-0.82493306,-0.60590973,-0.219023331
SK02N15,Menadione,-0.167601695,-0.518455363,0.350853668
SK02N16,Detomidine HCl,-0.419161163,-0.582095664,0.162934501
SK02N17,Rimantadine ,-0.467113246,-0.485632735,0.018519489
SK02N18,Levosulpiride,-0.36881233,-0.469452109,0.100639779
SK02N19,Methscopolamine,-0.352832158,-0.636764976,0.283932818
SK02N20,Probucol,-0.449902394,-0.542794197,0.092891803
SK02N21,Maraviroc,-0.468647992,-0.526348309,0.057700317
SK02N22,Bazedoxifene HCl,-0.250811845,-0.409734067,0.158922222
SK02N23,DMSO,-0.239929829,-0.097552542,-0.142377287
SK02N24,DMSO,-0.03148011,0.198959233,-0.230439343
SK02O01,CP-673451,-0.459281522,-1.23756781,0.778286289
SK02O02,Disulfiram ,-5.919455021,-6.477411313,0.557956292
SK02O03,Dapagliflozin,-0.504916605,-0.529291123,0.024374518
SK02O04,Busulfan ,-0.393658545,-0.530779977,0.137121432
SK02O05,VX-809 (Lumacaftor),-0.967079454,-1.238415063,0.271335609
SK02O06,Lamivudine ,-0.251789308,-0.756413475,0.504624167
SK02O07,RO4929097,-0.622526127,-0.631779329,0.009253202
SK02O08,Adefovir Dipivoxil ,-0.521747707,-0.143113037,-0.37863467
SK02O09,Reserpine,-0.238054142,-0.596264128,0.358209986
SK02O10,Mitotane ,-0.413087246,-0.578561353,0.165474107
SK02O11,Metolazone ,-0.439743918,-0.340071915,-0.099672003
SK02O12,Guaifenesin ,-0.625106873,-0.268308093,-0.35679878
SK02O13,Prednisone ,-0.137150452,-0.346925554,0.209775102
SK02O14,Enoxacin ,-0.439759547,-0.162806506,-0.276953041
SK02O15,Allopurinol Sodium ,-0.424728126,-0.329934155,-0.094793971
SK02O16,Sulfadiazine,-0.090395092,-0.133132295,0.042737203
SK02O17,Ursodiol,-0.469730753,-0.482782337,0.013051584
SK02O18,Teniposide ,-1.119632375,-0.92241928,-0.197213095
SK02O19,Tretinoin,-0.585251909,-0.328964817,-0.256287092
SK02O20,Acetylcholine Chloride,-0.176521205,-0.142506462,-0.034014743
SK02O21,Trichlormethiazide ,-0.067799179,-0.213555171,0.145755993
SK02O22,Erdosteine,-0.082738154,-0.138379303,0.05564115
SK02O23,DMSO,-0.366348637,0.106614508,-0.472963144
SK02O24,DMSO,0.106078011,0.307362969,-0.201284958
SK02P01,Azithromycin,-0.128593595,0.218099253,-0.346692848
SK02P02,Mirtazapine,-0.570021237,-0.745710047,0.175688811
SK02P03,Daidzein,-0.603651313,-1.014954337,0.411303025
SK02P04,Diclazuril,-0.111388044,-0.292455241,0.181067197
SK02P05,Valaciclovir HCl,-0.390934886,-0.511449069,0.120514183
SK02P06,Phentolamine Mesylate,-0.648241633,-0.530686047,-0.117555586
SK02P07,Mitoxantrone,-5.37667632,-5.378557323,0.001881003
SK02P08,Lornoxicam,-0.421019047,-0.149678497,-0.27134055
SK02P09,Nicotinamide (Vitamin B3),-0.147360234,-0.310262007,0.162901772
SK02P10,Terazosin HCl ,-0.175240577,-0.13808888,-0.037151697
SK02P11,Tioconazole,-0.208929101,-0.326031299,0.117102198
SK02P12,Argatroban,-0.122458576,0.125788464,-0.24824704
SK02P13,Alibendol,0.162559338,0.141995626,0.020563711
SK02P14,Adiphenine HCl,0.264021948,0.202750795,0.061271153
SK02P15,Methoxsalen,0.218424872,0.142182172,0.0762427
SK02P16,Almotriptan Malate,0.253633237,0.387806404,-0.134173167
SK02P17,Primidone ,0.197017573,0.325781364,-0.128763791
SK02P18,Flunixin Meglumin,0.086697717,0.280193772,-0.193496055
SK02P19,Amiodarone HCl,0.076542751,0.291865558,-0.215322807
SK02P20,Arbidol HCl,0.15304508,0.185925771,-0.032880691
SK02P21,Raltegravir (MK-0518),-0.016234109,0.122640967,-0.138875077
SK02P22,Atropine,0.032310273,0.252911203,-0.22060093
SK02P23,DMSO,-0.007855801,0.228403707,-0.236259508
SK02P24,DMSO,-0.08684387,0.146482503,-0.233326373
SK03A01,Roflumilast ,0.156197189,0.238364749,-0.082167559
SK03A02,Cyclosporin A ,-1.900630163,-2.035212306,0.134582143
SK03A03,KW-2449,-2.887938459,-2.372084757,-0.515853701
SK03A04,Ferulic Acid,-0.342634761,-0.313084182,-0.029550579
SK03A05,Givinostat (ITF2357),-1.285309162,-0.570212675,-0.715096487
SK03A06,Hyodeoxycholic acid (HDCA),-0.216917035,-0.218245107,0.001328072
SK03A07,AST-1306,-0.239415253,-0.494791734,0.255376482
SK03A08,Magnolol,-0.175113089,-0.24436812,0.069255031
SK03A09,SGI-1776 free base,-1.562306983,-1.590053077,0.027746094
SK03A10,Neohesperidin dihydrochalcone (Nhdc),-0.40840631,-0.16351037,-0.244895939
