Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK03A11,DAPT (GSI-IX),-0.089690668,-0.016944807,-0.072745861
SK03A12,Paeonol,-0.133821676,0.0686195,-0.202441176
SK03A13,UK 383367,-0.037809928,-0.130900432,0.093090504
SK03A14,Rutin,0.085212603,0.34369297,-0.258480367
SK03A15,Esomeprazole Sodium ,0.109593667,0.155556169,-0.045962503
SK03A16,Synephrine,0.065063538,0.264453017,-0.199389478
SK03A17,(-)-Epigallocatechin Gallate,0.233598066,0.409467693,-0.175869627
SK03A18,Vanillylacetone,0.318433339,0.385999641,-0.067566302
SK03A19,Apigenin,0.161597824,0.447982942,-0.286385118
SK03A20,Diosmetin,0.231118909,0.293755785,-0.062636875
SK03A21,Bergenin,0.153794892,0.584257192,-0.4304623
SK03A22,Naringin Dihydrochalcone,0.247575209,0.560083408,-0.312508199
SK03A23,DMSO,0.346862872,0.54102912,-0.194166248
SK03A24,DMSO,0.139972027,0.501876369,-0.361904342
SK03B01,Dihydromyricetin,-0.103274313,0.01076194,-0.114036253
SK03B02,Miconazole ,-0.767275784,-0.412021187,-0.355254597
SK03B03,Paeoniflorin,-0.180662629,-0.342665882,0.162003253
SK03B04,Trospium chloride ,-0.463027457,-0.491496222,0.028468765
SK03B05,Apocynin,-0.610868343,-0.203399028,-0.407469315
SK03B06,Terbinafine HCl ,-0.095104926,-0.216986301,0.121881375
SK03B07,Forskolin,0.175670322,-0.215506361,0.391176683
SK03B08,Phenylephrine HCl,-0.469830066,-0.271944463,-0.197885603
SK03B09,Clindamycin HCl ,0.176862375,-0.260309522,0.437171896
SK03B10,Thiamphenicol,-0.020803462,0.225664175,-0.246467638
SK03B11,Fluocinolone Acetonide,0.200370631,-0.066307506,0.266678137
SK03B12,Clindamycin palmitate HCl,-0.676955411,-0.682505444,0.005550033
SK03B13,Manidipine 2HCl,-1.152588716,-0.967251603,-0.185337113
SK03B14,Buflomedil HCl,-0.177370509,-0.147937183,-0.029433325
SK03B15,Olanzapine,-0.21426738,0.074721259,-0.288988639
SK03B16,MG-132,-0.090224838,-0.70090081,0.610675972
SK03B17,Racecadotril ,-0.355905849,-0.089617906,-0.266287943
SK03B18,PNU-120596,-0.479699203,-0.286567235,-0.193131968
SK03B19,Vardenafil HCl Trihydrate,-0.356204483,-0.026976855,-0.329227629
SK03B20,TAK-875,0.074897211,0.036154639,0.038742572
SK03B21,Alizarin,-0.155251811,-0.142087603,-0.013164208
SK03B22,ICG-001,-0.346759693,-0.025464128,-0.321295565
SK03B23,DMSO,-0.058510298,0.110107327,-0.168617625
SK03B24,DMSO,0.154234808,0.190667571,-0.036432763
SK03C01,AZD8330,-0.58148901,-0.715564987,0.134075976
SK03C02,Cytisine,-0.109091766,-0.437707161,0.328615394
SK03C03,Tebipenem Pivoxil,-0.261718231,-0.633667009,0.371948778
SK03C04,Glycyrrhizin (Glycyrrhizic Acid),-0.545290637,-0.614961633,0.069670996
SK03C05,Telotristat Etiprate (LX 1606 Hippurate),-0.337283307,-0.705922809,0.368639501
SK03C06,Icariin,-0.321018161,-0.738878168,0.417860007
SK03C07,SB505124,-1.119091662,-0.94299455,-0.176097112
SK03C08,(+)-Matrine,-0.312583607,-0.497224666,0.184641059
SK03C09,Aliskiren Hemifumarate,-0.453591008,-0.471804379,0.018213371
SK03C10,Neohesperidin,-0.568174038,-0.349977092,-0.218196945
SK03C11,Mubritinib (TAK 165),-0.584034248,-1.31501628,0.730982032
SK03C12,(-)-Parthenolide,-0.004080621,0.258432109,-0.26251273
SK03C13,TAME,-0.120959895,-0.350189908,0.229230013
SK03C14,Salicin,-0.335372514,-0.310414982,-0.024957532
SK03C15,Volasertib (BI 6727),-1.174917842,-0.895205289,-0.279712553
SK03C16,Tangeretin,-0.458754049,-0.374964241,-0.083789807
SK03C17,(+)-Usniacin,-0.474878834,-0.414683648,-0.060195186
SK03C18,Xanthone,-0.69598577,-0.477184203,-0.218801567
SK03C19,Arbutin,-0.542964039,-0.436242811,-0.106721228
SK03C20,D-Mannitol,-0.478387837,-0.455733535,-0.022654302
SK03C21,Berberine HCl,-0.850408808,-0.176374984,-0.674033823
SK03C22,Polydatin,-0.759442401,-0.583527328,-0.175915073
SK03C23,DMSO,-0.389023152,-0.173247284,-0.215775868
SK03C24,DMSO,0.132734108,0.335907362,-0.203173254
SK03D01,Sodium Danshensu,-0.543139052,-0.051316384,-0.491822668
SK03D02,Secnidazole ,-0.554031063,-0.598677002,0.04464594
SK03D03,Geniposide,-0.274812891,-0.499372824,0.224559933
SK03D04,Tolterodine tartrate,-0.835934678,-0.761093019,-0.074841659
SK03D05,Rotundine,-0.137136629,-0.580086795,0.442950166
SK03D06,Cortisone acetate ,-0.364848605,-0.46414451,0.099295905
SK03D07,Equol,-0.058138112,-0.50979424,0.451656128
SK03D08,Prednisolone Acetate ,-0.212845545,-0.41496741,0.202121865
SK03D09,Clonidine HCl ,-0.554298407,-0.41893668,-0.135361727
SK03D10,Clobetasol propionate,-0.38413642,-0.430515078,0.046378657
SK03D11,Gallamine Triethiodide ,-0.317459462,-0.153412257,-0.164047205
SK03D12,L-Thyroxine,-0.608112976,-0.392397402,-0.215715574
SK03D13,Milrinone,-0.645437538,-0.033609004,-0.611828534
SK03D14,Fluocinonide ,-0.197471709,-0.284094756,0.086623048
SK03D15,Olopatadine HCl ,-0.686164258,-0.600801181,-0.085363077
SK03D16,AZD5438,-1.241560738,-1.295360714,0.053799976
SK03D17,Ribavirin ,-0.714905037,-0.461884751,-0.253020286
SK03D18,GW3965 HCl,-1.045844668,-0.80501455,-0.240830118
SK03D19,Xylazine HCl,-0.625567527,-0.485264565,-0.140302962
SK03D20,NU7441 (KU-57788),-1.220056642,-1.125192673,-0.094863969
SK03D21,Ciclopirox ,0.004563785,-0.62443416,0.628997945
SK03D22,WAY-100635 Maleate,-0.325429191,-0.413368365,0.087939174
SK03D23,DMSO,-0.09474049,-0.364418731,0.26967824
SK03D24,DMSO,0.192576947,0.023858403,0.168718545
SK03E01,GSK1292263,-0.989887106,-0.832776906,-0.157110199
SK03E02,Dihydroartemisinin (DHA),-0.268836589,-0.373019966,0.104183377
SK03E03,Almorexant HCl,0.091094238,-0.170034675,0.261128913
SK03E04,Gossypol,-0.667829109,-0.614834813,-0.052994296
SK03E05,Dichlorphenamide,-0.250740531,-0.484655085,0.233914554
SK03E06,Indole-3-carbinol,-0.144431488,-0.473744593,0.329313105
SK03E07,Avasimibe,0.012873711,-0.232192382,0.245066094
SK03E08,Methyl-Hesperidin,-0.495764223,-0.50168045,0.005916227
SK03E09,BMS-794833,-0.273614719,-0.579200782,0.305586063
SK03E10,Nobiletin,-0.685455827,-0.494163004,-0.191292823
SK03E11,Irinotecan HCl Trihydrate,-1.779950456,-1.595071765,-0.184878691
SK03E12,Phloretin,-0.733646136,-0.729032714,-0.004613422
SK03E13,"CAL-101 (Idelalisib, GS-1101)",-0.098964664,-0.475213384,0.376248719
SK03E14,Sclareol,-0.756412277,-0.52975377,-0.226658507
SK03E15,Palomid 529 (P529),-0.365076699,-0.338028315,-0.027048384
SK03E16,Tanshinone I,-0.055321508,-0.463824627,0.408503119
SK03E17,3-Indolebutyric acid (IBA),-0.568591836,-0.625159267,0.056567431
SK03E18,Yohimbine HCl,-0.084501378,-0.533413837,0.448912459
SK03E19,Artemether,-0.397481642,-0.697096421,0.299614778
SK03E20,Gastrodin,-0.537602626,-0.382510839,-0.155091788
SK03E21,Bilobalide,-0.451397521,-0.60914957,0.157752048
SK03E22,Quercetin,-0.494814859,-0.184379127,-0.310435733
SK03E23,DMSO,-0.403184308,-0.307862211,-0.095322097
SK03E24,DMSO,0.377693534,-0.071077182,0.448770716
SK03F01,Isoliquiritigenin,-0.239901558,-0.610816646,0.370915088
SK03F02,Acetanilide,-0.433724534,-0.602008113,0.168283579
SK03F03,Genipin,-0.455070634,-0.567653228,0.112582594
SK03F04,Sulbactam sodium ,-0.24911023,-0.355710735,0.106600505
SK03F05,Synephrine HCl,-0.68452007,-0.572459711,-0.112060359
SK03F06,Amiloride hydrochloride dihydrate,-0.324217442,-0.328328601,0.004111159
SK03F07,Amantadine HCl,-0.179825209,-0.394529904,0.214704695
SK03F08,Tetracaine HCl ,-0.069718157,-0.418923278,0.349205121
SK03F09,Clozapine ,-0.452967347,-0.076354633,-0.376612714
SK03F10,Brompheniramine hydrogen maleate,-0.483254206,-0.497942498,0.014688292
SK03F11,Hexestrol,-0.823287853,-0.531921419,-0.291366434
SK03F12,Gliclazide ,-0.367677305,-0.486911476,0.119234171
SK03F13,Mitoxantrone HCl,-5.038415199,-4.769191676,-0.269223523
SK03F14,Lonidamine,-0.688853954,-0.4718277,-0.217026254
SK03F15,Oxymetazoline hydrochloride,-0.63296464,-0.552899231,-0.080065409
SK03F16,PP121,-0.286350893,0.072516962,-0.358867855
SK03F17,Rosiglitazone maleate,-0.239431427,-0.431898265,0.192466838
SK03F18,URB597,-0.587223924,-0.56473012,-0.022493804
SK03F19,Maprotiline HCl,-0.931112938,-0.747103368,-0.18400957
SK03F20,SNX-2112 (PF-04928473),0.006518796,0.309998941,-0.303480145
SK03F21,Dopamine HCl ,-0.234760486,-0.42564258,0.190882094
SK03F22,Clinofibrate,-0.351212821,-0.473468236,0.122255415
SK03F23,DMSO,-0.142940567,-0.306530102,0.163589535
SK03F24,DMSO,0.347775448,-0.089274973,0.437050421
SK03G01,"LDE225 (NVP-LDE225,Erismodegib)",-0.616226207,-0.769808565,0.153582358
SK03G02,DL-Carnitine HCl,-0.708708813,-0.621364945,-0.087343868
SK03G03,RAF265 (CHIR-265),-2.401999164,-2.110225626,-0.291773539
SK03G04,Gramine,-0.30769783,-0.404307185,0.096609354
SK03G05,AG-14361,-0.675480733,-0.500410935,-0.175069798
SK03G06,Kaempferol,-0.313674235,-0.309663181,-0.004011054
SK03G07,AZD8931 (Sapitinib),-0.677468015,-0.39352097,-0.283947045
SK03G08,Morin Hydrate,-0.231144415,-0.627256935,0.39611252
SK03G09,NVP-BHG712,-1.562026205,-1.153374042,-0.408652162
SK03G10,Oleanolic Acid,-0.61980161,-0.727474574,0.107672964
SK03G11,PP242,-0.079136608,0.158638767,-0.237775375
SK03G12,Phlorizin,-0.522388876,-0.140648717,-0.381740159
SK03G13,PIK-294,-0.236615217,-0.140627852,-0.095987365
SK03G14,Sclareolide,-0.531693982,-0.383700697,-0.147993286
SK03G15,Fesoterodine Fumarate ,-0.720789636,-0.607202019,-0.113587617
SK03G16,Tanshinone IIA,-1.279015692,-0.992144629,-0.286871063
SK03G17,4-Methylumbelliferone (4-MU),-0.328442207,-0.365370666,0.036928459
SK03G18,5-hydroxytryptophan (5-HTP),-0.634279863,-0.190744451,-0.443535413
SK03G19,Artesunate,-0.559783715,-0.776124621,0.216340906
SK03G20,Hematoxylin,-0.164201905,-0.366955829,0.202753924
SK03G21,Caffeic Acid,-0.352084518,-0.519660555,0.167576037
SK03G22,Sesamin,-0.719754454,-0.577802725,-0.141951729
SK03G23,DMSO,-0.150889561,-0.397303491,0.24641393
SK03G24,DMSO,0.325352495,-0.006175872,0.331528367
SK03H01,Sophocarpine,-0.19516425,-0.127941246,-0.067223004
SK03H02,Clomipramine HCl ,-0.251673245,-0.504372043,0.252698798
SK03H03,Geniposidic acid,-0.21986244,-0.655298155,0.435435715
SK03H04,Azelastine HCl,-0.823105159,-0.692104261,-0.131000899
SK03H05,Guanosine,-0.664805173,-0.66363422,-0.001170953
SK03H06,Clomifene citrate ,-0.805132197,-0.46458575,-0.340546447
SK03H07,Amfebutamone HCl,-0.055110627,-0.260737199,0.205626572
SK03H08,Tetracycline HCl,-2.83276058,-3.025035778,0.192275199
SK03H09,Pramipexole,-0.583098101,-0.518929387,-0.064168713
SK03H10,Dimethyl Fumarate,-0.429668445,-0.446202111,0.016533666
SK03H11,Imatinib (STI571),-0.193173245,-0.4778507,0.284677455
SK03H12,Acemetacin,-0.351157195,-0.359915247,0.008758052
SK03H13,Moroxydine HCl,-0.269239419,-0.411109767,0.141870348
SK03H14,Ribitol,-0.614992913,-0.488403367,-0.126589546
SK03H15,Ozagrel,-0.376056166,-0.536585193,0.160529027
SK03H16,Omecamtiv mecarbil (CK-1827452),-0.451624183,-0.499011998,0.047387815
SK03H17,Roxithromycin ,-0.664235801,-0.363860204,-0.300375597
SK03H18,BMS-378806 ,-0.587735604,-0.253900151,-0.333835453
SK03H19,Naphazoline HCl ,-0.781805092,-0.38908836,-0.392716732
SK03H20,PF-04929113 (SNX-5422),-0.145951184,0.124798355,-0.270749539
SK03H21,Asaraldehyde,-0.186544772,-0.429718735,0.243173963
SK03H22,Ciprofibrate,-0.277505627,-0.547635085,0.270129458
SK03H23,DMSO,-0.496580218,-0.252459483,-0.244120735
SK03H24,DMSO,0.311190896,-0.044188101,0.355378997
SK03I01,CGS 21680 HCl,-0.129090078,0.048096606,-0.177186684
SK03I02,Emodin,-0.334820096,-0.580672201,0.245852105
SK03I03,AZD1480,-0.955219278,-0.79691121,-0.158308068
SK03I04,Gynostemma Extract,-0.343810066,-0.149190805,-0.194619262
SK03I05,LY2784544,-1.494378854,-1.0090931,-0.485285755
SK03I06,Kinetin,-0.244895222,-0.189617797,-0.055277426
SK03I07,GSK461364,-1.213586868,-1.076306441,-0.137280427
SK03I08,Myricetin,0.024827794,-0.081205475,0.106033268
SK03I09,OSI-420,-0.166915059,-0.239295585,0.072380525
SK03I10,Oridonin,-0.128067542,0.070897376,-0.198964918
SK03I11,CYT387,-0.341717778,-0.332053997,-0.009663781
SK03I12,Piperine,-0.599695472,-0.114199928,-0.485495545
SK03I13,VX-765,-0.314172422,0.057727312,-0.371899735
SK03I14,Shikimic Acid,-0.274648895,-0.103279599,-0.171369296
SK03I15,Degrasyn (WP1130),-0.82146269,-1.399555101,0.578092411
SK03I16,Taxifolin (Dihydroquercetin),-0.088034355,-0.005097941,-0.082936413
SK03I17,Esculin,-0.130820962,-0.064204851,-0.066616111
SK03I18,Aloin,-0.319865842,-0.227998731,-0.091867111
SK03I19,Asiatic Acid,0.036437054,-0.07785146,0.114288515
SK03I20,Hordenine,-0.098393781,-0.153164905,0.054771124
SK03I21,Chlorogenic Acid,-0.252086016,-0.029292674,-0.222793342
SK03I22,Sorbitol,-0.402589287,0.19052815,-0.593117438
SK03I23,DMSO,-0.165251177,-0.121463941,-0.043787236
SK03I24,DMSO,0.262922752,0.134939721,0.127983031
SK03J01,Chrysophanic Acid,-0.168537365,-0.00215723,-0.166380135
SK03J02,Phenformin HCl,-0.238794258,-0.109690476,-0.129103782
SK03J03,Astragaloside A,-0.577586998,-0.394755229,-0.182831768
SK03J04,5-Aminolevulinic acid HCl,-0.444009672,-0.201143053,-0.242866619
SK03J05,Inosine,-0.119620141,-0.032811406,-0.086808735
SK03J06,Cloxacillin Sodium,-0.170386267,-0.175840358,0.005454091
SK03J07,Benserazide HCl,-0.167086818,-0.076165487,-0.090921331
SK03J08,Xylometazoline HCl,-0.174101977,-0.098782648,-0.075319329
SK03J09,Domperidone ,-1.146341271,-0.992914714,-0.153426556
SK03J10,Miglitol,-0.232371694,0.155096207,-0.387467901
SK03J11,Itraconazole,-1.319070327,-1.007135328,-0.311934999
SK03J12,Tioxolone,-0.201125484,-8.57794E-05,-0.201039705
SK03J13,Mycophenolic acid,0.951935655,1.220389407,-0.268453752
SK03J14,Clorsulon,-0.225734368,-0.156777063,-0.068957305
SK03J15,Pancuronium dibromide,-0.207537508,-0.062845063,-0.144692444
SK03J16,OSI-027,-0.2922062,0.073203404,-0.365409604
SK03J17,Scopolamine HBr,-0.484151157,0.046952539,-0.531103695
SK03J18,NPS-2143,-0.249995162,-0.448689312,0.19869415
SK03J19,Epinephrine Bitartrate ,-0.153287636,-0.050072256,-0.10321538
SK03J20,GSK2126458 (GSK458),-0.25538121,0.034394155,-0.289775365
SK03J21,L-Ascorbyl 6-palmitate,-0.140441819,-0.148091187,0.007649368
SK03J22,PF-3845,-0.468726463,-1.027174774,0.55844831
SK03J23,DMSO,-0.307992061,-0.042670903,-0.265321158
SK03J24,DMSO,-0.044399008,0.166082417,-0.210481425
SK03K01,Dabigatran Etexilate,-0.385327117,-0.695511904,0.310184787
SK03K02,Enoxolone,-0.506606462,-0.334042053,-0.172564409
SK03K03,PF-4708671,-0.195211045,-0.384030431,0.188819386
SK03K04,Hesperetin,-0.152826999,-0.443735745,0.290908746
SK03K05,MLN2238,-0.695904669,-1.598868102,0.902963433
SK03K06,L-(+)-Rhamnose Monohydrate,-0.20787656,-0.618197489,0.410320929
SK03K07,R406,-0.820663911,-1.094991694,0.274327783
SK03K08,Myricitrin,-0.410947524,-0.360702905,-0.050244619
SK03K09,PIK-293,-0.389742382,-0.611119666,0.221377284
SK03K10,Orotic acid (6-Carboxyuracil),-0.382657664,-0.600829361,0.218171696
SK03K11,SB590885,-0.112263873,-0.048261825,-0.064002048
SK03K12,Puerarin,-0.220036414,-0.554393248,0.334356833
SK03K13, Eltrombopag Olamine,0.014567875,-0.308023592,0.322591467
SK03K14,Silibinin,-0.163015815,-0.00052128,-0.162494534
SK03K15,AR-42,-0.843523769,-0.849958329,0.006434561
SK03K16,Tetrahydropapaverine HCl,-0.348060425,-0.46744625,0.119385825
SK03K17,Aloe-emodin,-0.123862309,-0.375793113,0.251930804
SK03K18,Ammonium Glycyrrhizinate,-0.706440688,-0.31548478,-0.390955908
SK03K19,Azomycin,-0.303952612,-0.391918888,0.087966276
SK03K20,Indirubin,-0.483467364,-0.693213024,0.209745661
SK03K21,Chrysin,-0.565491563,-0.91585397,0.350362407
SK03K22,Naringenin,-0.582043473,-0.399630782,-0.182412691
SK03K23,DMSO,-0.52050639,-0.422647225,-0.097859165
SK03K24,DMSO,0.098673217,0.076150848,0.022522369
SK03L01,Curcumol,-0.212046058,-0.263247379,0.051201322
SK03L02,Ceftiofur HCl,-0.498976516,-0.442966685,-0.05600983
SK03L03,20-Hydroxyecdysone,-0.365888011,-0.664344715,0.298456704
SK03L04,Daphnetin,-0.045978095,-0.307218076,0.261239981
SK03L05,Tolbutamide,-0.123249279,-0.465364499,0.34211522
SK03L06,Amoxicillin Sodium,-0.208377554,-0.454783788,0.246406234
SK03L07,Bupivacaine HCl ,-0.20107843,-0.126009926,-0.075068504
SK03L08,Phenacetin,-0.423741261,-0.394263222,-0.029478039
SK03L09,Estriol,-0.366445263,-0.538961975,0.172516711
SK03L10,Pioglitazone ,-0.216332174,-0.463868746,0.247536572
SK03L11,Lincomycin HCl ,-0.340131575,-0.462539844,0.12240827
SK03L12,Dehydroepiandrosterone (DHEA),-0.718462564,-0.607814987,-0.110647578
SK03L13,Nateglinide,-0.409670836,-0.473927518,0.064256682
SK03L14,Arecoline,-0.117702258,-0.101391449,-0.016310809
SK03L15,Phenoxybenzamine HCl,-0.214144654,-0.493067654,0.278923
SK03L16,Fostamatinib (R788),-0.774528489,-0.683507425,-0.091021064
SK03L17,Sotalol ,-0.636893749,-0.07792532,-0.558968429
SK03L18,DCC-2036 (Rebastinib),-0.183998174,-0.473133484,0.28913531
SK03L19,L-Adrenaline,-0.255334611,-0.434766693,0.179432082
SK03L20,"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)",-0.225459674,-0.451256448,0.225796774
SK03L21,Ritodrine HCl ,-0.423607256,-0.60394482,0.180337564
SK03L22,Dolutegravir (GSK1349572),-0.538851462,-0.607908593,0.06905713
SK03L23,DMSO,-0.275042877,-0.060091462,-0.214951415
SK03L24,DMSO,-0.111983055,0.076258098,-0.188241153
SK03M01,LY2608204,0.151667624,0.046491827,0.105175797
SK03M02,Fisetin,-0.237043801,-0.416064277,0.179020476
SK03M03,PD128907 HCl,-0.525037837,-0.651815802,0.126777965
SK03M04,Hesperidin,-0.203778911,-0.613323471,0.40954456
SK03M05,MLN9708,-0.700866982,-1.519551323,0.818684341
SK03M06,Limonin,-0.178031151,-0.616772017,0.438740866
SK03M07,CYT997 (Lexibulin),-0.208914464,-0.133768644,-0.075145821
SK03M08,Nalidixic acid ,-0.567664277,-0.588655189,0.020990912
SK03M09,Formestane,-0.457778934,-0.28127819,-0.176500744
SK03M10,Osthole,-0.433835113,-0.615855017,0.182019904
SK03M11,Apatinib,-0.355781248,-0.754315277,0.398534029
SK03M12,Quercetin Dihydrate,-0.34658505,-0.292959243,-0.053625808
SK03M13,LY2157299,-0.887291133,-1.040389684,0.153098551
SK03M14,Silymarin,-0.608778058,-0.614242476,0.005464418
SK03M15,"BKM120 (NVP-BKM120, Buparlisib)",-0.252289134,0.036227908,-0.288517042
SK03M16,Troxerutin,-0.664634467,-0.484054322,-0.180580145
SK03M17,Laetrile,-0.474385559,-0.220696013,-0.253689545
SK03M18,Biochanin A,0.002143959,-0.5575252,0.559669159
SK03M19,Baicalein,-0.287241666,-0.457801229,0.170559563
SK03M20,Lappaconite HBr,-0.605633544,-0.622572529,0.016938985
SK03M21,Cinchonidine,-0.18520886,-0.77014614,0.58493728
SK03M22,Salidroside,-0.346716856,-0.549552397,0.20283554
SK03M23,DMSO,-0.339845952,-0.542092542,0.20224659
SK03M24,DMSO,-0.070938016,-0.112256565,0.04131855
SK03N01,Cephalomannine ,-0.085437079,-0.066247415,-0.019189664
SK03N02,Scopine,-0.390625113,-0.508634782,0.118009669
SK03N03,Ipriflavone (Osteofix),-0.542216584,-0.565281505,0.023064921
SK03N04,Clarithromycin ,-0.201584816,-0.38409893,0.182514114
SK03N05,Levosimendan,-0.231290605,-0.622618516,0.391327911
SK03N06,Isoprenaline HCl,-0.453913156,-0.672275732,0.218362576
SK03N07,Bethanechol chloride,-0.458559539,-0.158177437,-0.300382102
SK03N08,Zidovudine ,0.175100706,-0.390626053,0.565726759
SK03N09,Famciclovir ,-0.279749071,-0.163855759,-0.115893312
SK03N10,Tolvaptan,-0.056435413,-0.541518325,0.485082912
SK03N11,Loperamide HCl,-0.617446116,-0.761105473,0.143659357
SK03N12,Idebenone,-0.737031133,-0.642068213,-0.09496292
SK03N13,Nitrendipine,-0.504946885,-0.695486093,0.190539208
SK03N14,Noradrenaline bitartrate monohydrate,-0.722706802,-0.524496877,-0.198209925
SK03N15,Propafenone HCl,-1.344436946,-1.165125948,-0.179310998
SK03N16,LY2603618,-1.626689636,-1.594373282,-0.032316354
SK03N17,Spectinomycin HCl,-0.037701267,0.368870406,-0.406571673
SK03N18,CCT128930,-0.19253047,-0.347822031,0.155291562
SK03N19,Phenytoin sodium,-0.641900998,-0.586719423,-0.055181575
SK03N20,MK-0752,-0.508724346,-0.515785695,0.007061349
SK03N21,Isoconazole nitrate ,-0.163988739,-0.594485687,0.430496948
SK03N22,A-674563,-0.31709576,-0.408244318,0.091148558
SK03N23,DMSO,-0.575380482,-0.394131174,-0.181249308
SK03N24,DMSO,-0.037436358,-0.059063138,0.02162678
SK03O01,LY2886721,-0.17734829,-0.220402687,0.043054398
SK03O02,Formononetin,-0.711179126,-0.617130565,-0.094048561
SK03O03,Rosuvastatin Calcium,-0.290244183,-0.439382833,0.14913865
SK03O04,Honokiol,-0.561737706,-0.309981714,-0.251755992
SK03O05,SB743921,-1.646258846,-1.680036063,0.033777217
SK03O06,Luteolin,-0.448821051,-0.689881649,0.241060598
SK03O07,A-966492,-0.332151765,-0.392706822,0.060555057
SK03O08,Naringin,-0.53852137,-0.612744587,0.074223217
SK03O09,AZ 960,-1.771203505,-1.408426428,-0.362777077
SK03O10,Oxymatrine,-0.270605843,-0.195553596,-0.075052248
SK03O11,PF-3716556,-0.232206622,-0.53021305,0.298006427
SK03O12,Rutaecarpine,-1.101818494,-0.856295055,-0.24552344
SK03O13,Telatinib,-0.176976943,-0.548301043,0.3713241
SK03O14,Sinomenine,-0.509662721,-0.361233388,-0.148429333
SK03O15,CX-4945 (Silmitasertib),-0.35381231,-0.384899995,0.031087685
SK03O16,Ursolic Acid,-0.561440357,-0.683716275,0.122275918
SK03O17,Andrographolide,-0.754767385,-0.23494623,-0.519821155
SK03O18,Dioscin,-1.900181964,-1.398749279,-0.501432685
SK03O19,Baicalin,-0.377408164,-0.371714688,-0.005693475
SK03O20,L-carnitine ,-0.435640975,-0.446776111,0.011135136
SK03O21,Cryptotanshinone,-1.006754752,-1.050597486,0.043842734
SK03O22,Palmatine chloride,-0.274368509,-0.498474313,0.224105803
SK03O23,DMSO,-0.371984226,-0.259510133,-0.112474093
SK03O24,DMSO,-0.112157807,0.02953287,-0.141690677
SK03P01,10-Deacetylbaccatin-III,-0.033484804,-0.034976699,0.001491894
SK03P02,Tiotropium Bromide hydrate,-0.297283063,-0.252189584,-0.045093479
SK03P03,(S)-10-Hydroxycamptothecin,-0.824653035,-0.945369466,0.120716431
SK03P04,Rosiglitazone ,-0.421932054,-0.21659259,-0.205339464
SK03P05,Gambogic Acid,-4.47110593,-4.020765511,-0.450340418
SK03P06,Medroxyprogesterone acetate,-0.026206218,-0.155537501,0.129331283
SK03P07,Chlorpromazine HCl,-0.347918417,-0.059835172,-0.288083245
SK03P08,Quinapril HCl ,-0.136238274,-0.074044318,-0.062193956
SK03P09,Fenbendazole ,-0.096533728,-0.169496517,0.072962788
SK03P10,Pramiracetam,-0.271929077,-0.284207184,0.012278107
SK03P11,Manidipine,-1.102727932,-0.980335619,-0.122392313
SK03P12,Mifepristone,0.015676018,-0.187460008,0.203136026
SK03P13,Novobiocin Sodium ,-0.199015664,-0.193308676,-0.005706988
SK03P14,TAK-733,-0.279986858,-0.398489247,0.118502389
SK03P15,Quinine HCl Dihydrate,0.197351945,-0.205882796,0.403234741
SK03P16,Tubastatin A HCl,0.095379248,-0.185038776,0.280418024
SK03P17,Tenoxicam,0.165412666,0.189907899,-0.024495233
SK03P18,A66,0.140844646,-0.088269003,0.229113649
SK03P19,Phenytoin,0.190811382,0.189541772,0.00126961
SK03P20,WYE-125132 (WYE-132),-0.55278974,-0.080169517,-0.472620223
SK03P21,Econazole nitrate ,0.186826092,0.297834845,-0.111008753
SK03P22,AS-252424,0.047319856,0.099619453,-0.052299596
SK03P23,DMSO,0.113405573,0.30317471,-0.189769137
SK03P24,DMSO,-0.040441148,0.165824236,-0.206265384
SK04A01,PF-00562271,0.168413622,-0.118243765,0.286657387
SK04A02,Dabrafenib (GSK2118436),-0.010803315,0.089067955,-0.099871271
SK04A03,CHIR-124,-2.160814532,-1.96993519,-0.190879342
SK04A04,Torin 2,-0.367812455,-0.088590063,-0.279222392
SK04A05,TG101209,-0.177693444,-0.472989856,0.295296413
SK04A06,JNJ-1661010,-0.180447248,-0.24394366,0.063496412
SK04A07,KX2-391,-0.590253881,-0.329747797,-0.260506084
SK04A08,SB269970 HCl,-0.057582068,0.022149241,-0.079731309
SK04A09,ZM 336372,-0.174769186,-0.039318983,-0.135450204
SK04A10,StemRegenin 1 (SR1),-0.317815517,-0.474022853,0.156207336
SK04A11,AZ 3146,-0.032077787,0.258983381,-0.291061168
SK04A12,U-104,-0.2606094,-0.215825644,-0.044783757
SK04A13,Anacetrapib (MK-0859),-0.461950369,-0.264019709,-0.19793066
SK04A14,IKK-16 (IKK Inhibitor VII),-0.122810217,-0.141619221,0.018809004
SK04A15,NVP-BVU972,-0.139094459,-0.162014542,0.022920083
SK04A16,SB742457,-0.129919943,0.099282895,-0.229202838
SK04A17,MK-2461,-0.369124438,0.048367288,-0.417491726
SK04A18,S-Ruxolitinib (INCB018424),-0.200955406,0.002308953,-0.203264359
SK04A19,AZD2014,-0.333387612,0.04392058,-0.377308192
SK04A20,WZ811,-0.208687934,-0.021690853,-0.186997082
SK04A21,"Sofosbuvir (PSI-7977, GS-7977)",0.043347803,0.291548607,-0.248200804
SK04A22,Icotinib,-0.414720902,0.015480132,-0.430201034
